title,month(cout),day(cout),hour(cout),minute(cout),month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Meet the sight words 1",2,23,10,45,3,9,13,8,372.462,14
"Meet the letters",2,23,10,45,3,9,13,12,428.13,14
"Drawing power Vol 5 My ultimate room",2,7,16,32,3,9,13,21,747.77083,29
"Edgar Degas",2,7,16,33,3,9,13,21,759.4,29
"I spy A runaway robot and other stories",2,7,16,33,3,9,13,21,793.735,29
"Play learn Chinese with Mei Mei 7 Lets visit Dawei Village",3,4,14,43,3,9,13,25,495.1824,4
Biodiversity,2,7,16,32,3,9,13,25,574.5,29
"Chinese for kids Beginner level 1 volume 1",3,4,14,43,3,9,13,25,495.18342,4
"Play learn Chinese with Mei Mei 3",3,4,14,43,3,9,13,25,495.1824,4
"Learn Chinese lets go to market in China",3,4,14,43,3,9,13,25,495.18342,4
"Vincent Van Gogh",2,27,12,18,3,9,13,34,759.9492,10
"best of the best of the Electric Company",3,2,13,23,3,9,13,35,372.414,7
Reptiles,2,26,13,35,3,9,13,38,597.9,11
"Lots lots of fire songs safety tips",2,28,17,33,3,9,13,44,363.377,8
"Bonjour les amis Volume 2",3,2,11,10,3,9,13,45,448.3421,7
Horse,2,3,16,53,3,9,13,59,636.1,33
"science of Disney imagineering Magnetism",2,23,16,43,3,9,14,9,531.55,13
"Collage art for kids Volume 4 Greeting cards",3,2,15,17,3,9,14,15,702.812,6
Migration,2,16,11,25,3,9,14,17,591.568,21
"Monkey king wreaks havoc in heaven",2,23,13,23,3,9,14,25,398.20951,14
"ballad of Mulan",2,23,13,23,3,9,14,25,398.22095,14
"Puppytown Growing up",3,1,14,39,3,9,14,29,636.73,7
"Sid the science kid Going going green",3,2,13,23,3,9,14,29,791.4575,7
"All about Earths history",3,2,13,24,3,9,14,29,551.7,7
"Nature for kids Beginning Spanish the fun and easy way to learn Spanish",3,2,13,24,3,9,14,29,468.24,7
"science of Disney imagineering Electricity",2,23,16,43,3,9,14,37,537,13
"Communities around the world around the corner",2,23,16,43,3,9,14,37,307,13
"Wild animal baby Wow Wetland other stories",2,23,14,16,3,9,14,39,591.39,14
"British Isles",2,22,12,8,3,9,14,40,914.1,15
"Families of Kenya",2,24,15,15,3,9,14,45,967.62,12
"Postwar contemporary United States the 33rd 44th presidents",2,23,11,6,3,9,14,45,973.099,14
"Ewenn Congar",2,24,15,16,3,9,14,48,398.20944,12
"Shakespeare the animated tales Volume 2",2,23,11,6,3,9,14,51,822.33,14
"Civil War and Reconstruction development of the industrial U S the 12th 25th presidents",2,23,11,6,3,9,14,51,973.099,14
"Revolution and the new nation expansion and reform the first eleven presidents",2,23,11,6,3,9,14,52,973.099,14
"Living room magic Volume 1",2,23,11,6,3,9,14,52,793.8,14
"Animal atlas Animal passport",2,24,15,16,3,9,14,53,590.96,12
Fionn,2,24,15,16,3,9,14,53,398.20941,12
"apple for Harriet Tubman",2,24,15,16,3,9,14,56,973.7115,12
"Shepherd Boy Tumur",2,24,15,16,3,9,14,56,398.20951,12
"Storytellers favorite fables",2,8,15,42,3,9,15,0,398.24,28
"Classical baby The music show",2,8,15,42,3,9,15,0,780.83,28
"Crossing the snow a tale from Japan",2,24,15,16,3,9,15,3,398.20952,12
"Schoolhouse rock Science",2,8,15,34,3,9,15,6,500,28
"BabyFirst tales classic stories retold for babies Vol 1",2,8,15,42,3,9,15,6,398.2,28
"David Goliath",3,7,18,0,3,9,15,8,222.4092,1
"miracles of Jesus",3,7,18,0,3,9,15,10,232.955,1
"animated Passion for the whole family",3,7,18,0,3,9,15,10,232.96,1
"Train crazy kids",2,26,13,21,3,9,15,19,625.2,11
"All about trains for kids",2,26,13,21,3,9,15,22,625.1,11
"Budding ballerinas pre ballet with Mary Carpenter",3,4,18,46,3,9,15,24,792.8,4
"Abraham Lincoln sixteenth president",2,11,18,3,3,9,15,46,973.7092,25
"science of Disney imagineering Levers and pulleys",2,24,13,21,3,9,15,56,621.8,13
"French 1 Eating and drinking",2,24,16,37,3,9,16,3,448.3421,12
"Beyond phonics Level 1",3,3,16,6,3,9,16,5,372.4,5
"French 3 Playtime",2,11,15,35,3,9,16,6,448.3421,26
"French Disc 6 I can count",2,11,15,35,3,9,16,6,448.3421,26
Reptiles,2,23,13,11,3,9,16,7,597.9,14
"Rock n learn Phonics Volumes I II",3,3,16,6,3,9,16,7,372.465,6
"African American",3,3,16,6,3,9,16,10,305.89607,6
"School house rock Money rock",2,26,12,44,3,9,16,14,332.024,11
"Whats in the Bible 2 Let my people go",2,24,15,13,3,9,16,21,222.12,13
"Whats in the Bible 1 In the beginning",3,6,17,55,3,9,16,22,220.61,2
"Shalom Sesame Disc 3 Rehov Sumsum Disc 3",2,2,13,23,3,9,16,22,956.94,35
"Shalom sesame Volume 7 Its Passover Grover",2,2,13,23,3,9,16,23,296.437,35
"Shalom sesame Volume 1 Welcome to Israel",2,2,13,24,3,9,16,23,956.94,35
"David Goliath",3,7,18,17,3,9,16,24,222.4092,1
Moses,3,7,18,17,3,9,16,24,222.1092,1
"Shalom sesame Volume 2 Chanukah the missing Menorah",2,2,13,23,3,9,16,25,956.94,35
"Shalom Sesame Volume 3 Shabbat shalom Grover",2,2,13,23,3,9,16,25,296.43,35
"Shalom sesame Volume 12 Adventures in Israel",2,2,13,23,3,9,16,25,956.94,35
"Shalom Sesame Disc 5 Rehov Sumsum Disc 5",2,2,13,23,3,9,16,25,956.94,35
"Shalom Sesame Disc 4 Rehov Sumsum Disc 4",2,2,13,23,3,9,16,28,956.94,35
"Sid the science kid Sids backyard campout",2,17,16,8,3,9,16,28,796.54,20
"Elmos world Food water exercise",2,25,16,9,3,9,16,29,613.7042,12
"magic school bus Holiday special",2,25,16,35,3,9,16,35,333.72,12
"Wiggles Here comes the big red car",3,8,17,33,3,9,16,45,782.42083,0
"All about Earths history",2,24,16,19,3,9,16,49,551.7,13
"Eleanor Roosevelt",2,24,14,45,3,9,17,10,973.91709,13
"Mighty machines Mega machines",2,10,13,52,3,9,17,23,629.225,27
"best of the best of the Electric Company",3,9,16,12,3,9,17,24,372.414,0
"Mighty machines Roadways to runways",2,23,16,33,3,9,17,31,629.133,14
"Lots lots of jets and planes Vol 1 Thunder in the skies",2,21,11,7,3,9,17,42,629.13334,16
"Lots lots of trucks Vol 2 Mighty tough trucks",2,25,19,18,3,9,17,46,629.224,11
"Lots lots of trains Vol 1 Smokin steam diesel",2,21,11,7,3,9,17,46,625.2,16
Subtraction,2,23,14,52,3,9,17,52,513.212,14
"Lots lots of playful penguins and their toe tappin feet",2,23,14,52,3,9,17,52,598.47,14
"Spanish Disc 5 Happy sad and silly",2,23,14,52,3,9,17,52,468.3421,14
"Prehistoric life",2,23,14,52,3,9,17,52,576.8,14
"Buried treasures",2,12,11,47,3,10,12,42,567.9,26
"Tot tap a fun filled introduction to the world of tap dance for kids",2,24,16,41,3,10,12,46,792.78,13
"Muzzy Italian",2,24,13,12,3,10,12,59,458.3421,13
"American Sign Language for kids and adults Volume 2 Visiting the zoo",2,27,16,40,3,10,13,12,419.7,10
"Animal atlas Superhero animals",3,1,10,32,3,10,13,24,590,9
"Sid the science kid Gizmos and gadgets",2,24,16,29,3,10,13,27,621.8,13
"Cars boats trains and planes",3,8,10,48,3,10,13,31,782.42083,2
"Kideosyncrasy getting the world in shape one kid at a time Volume 1",3,8,10,48,3,10,13,31,613.7042,2
"John Deere action 2",3,8,10,48,3,10,13,32,629.2252,2
"I love airplanes",3,2,14,4,3,10,13,32,629.133,7
"Kideosyncrasy getting the world in shape one kid at a time Volume 2",3,8,10,48,3,10,13,32,613.7042,2
"Junior jazz",3,8,10,48,3,10,13,32,793.3,2
"I love toy trains Parts 4 5 6",3,8,10,48,3,10,13,32,625.19,2
"Mighty machines Ships ahoy Super machines Ohâ du bateau",3,8,10,48,3,10,13,32,623.82,2
"Prehistoric life",3,2,14,4,3,10,13,33,576.8,7
"JammX kids Adventure one Cant dance dont want to",3,6,13,15,3,10,13,42,791.4572,4
"Swingset mamas swing dance and sing",2,24,15,5,3,10,13,47,782.42083,13
"Cinderella a dance fantasy",2,24,15,5,3,10,13,48,782.95,13
"I spy A mumble monster mystery other stories",3,2,15,27,3,10,14,8,793.735,7
"magic 4 fun video",3,2,15,27,3,10,14,8,793.8,7
"Mighty machines Machines on the job",3,2,15,27,3,10,14,8,621.8,7
"More magic 4 fun",3,2,15,27,3,10,14,8,793.8,7
"Soundable words Long and short vowels",3,2,13,5,3,10,14,15,372.465,8
"Signing time Series 2 volume 1 Nice to meet you",1,28,17,8,3,10,14,23,419.7,40
"Spanish Disc 4 In my home",2,22,16,8,3,10,14,25,468.3421,15
"Spanish 2 Wake up smiling",2,22,16,8,3,10,14,25,468.3421,15
"Spanish Disc 5 Happy sad and silly",2,22,16,8,3,10,14,25,468.3421,15
"Spanish 1 Eating and drinking",2,22,16,8,3,10,14,25,468.3421,15
"Spanish Disc 6 I can count",2,20,16,26,3,10,14,26,468.3421,17
"Spanish 3 Playtime",2,22,16,8,3,10,14,26,468.3421,15
Amphibians,3,1,13,4,3,10,14,35,597.8,9
"All about the brain",3,1,13,4,3,10,14,35,612.82,9
"Read along stories on DVD",3,2,16,42,3,10,14,36,372.4,7
"Early start Mandarin Chinese Volume 3 A wonderful day",2,23,17,26,3,10,14,39,495.18342,14
"Kick to get fit Jr for kids",2,23,12,19,3,10,14,39,613.71,15
"All about cells body systems",3,1,13,4,3,10,14,40,571.6,9
"Marine mammals",3,1,13,4,3,10,14,41,591.77,9
"Mighty machines Roadways to runways",1,31,15,37,3,10,14,42,629.133,37
"Mighty machines Ships ahoy Super machines Ohâ du bateau",1,31,15,37,3,10,14,42,623.82,37
"Mighty machines Machines on the job",1,31,15,38,3,10,14,42,621.8,37
"Mighty machines Mega machines",1,31,15,38,3,10,14,42,629.225,37
"All about the senses",3,1,13,4,3,10,14,44,612.8,9
"Mighty machines Big wheels rollin",1,31,15,37,3,10,14,46,629.225,37
"Mighty machines Lights ladders",1,31,15,38,3,10,14,46,629.224,37
Flight,3,4,15,47,3,10,14,47,629.1301,5
"Body mechanics superheroes of the human body",3,1,13,4,3,10,14,48,612,9
"Sid the science kid Going going green",2,3,14,47,3,10,14,54,791.4575,35
"Sid the science kid Sids sing along",3,7,10,58,3,10,14,56,782.42083,3
"Mandarin Chinese Disc 5 Happy sad and silly",2,23,17,26,3,10,14,56,495.13421,14
"Puppytown Growing up",2,27,17,38,3,10,14,58,636.73,10
"Activity TV Cooking snacks",3,9,17,19,3,10,14,58,641.5123,0
"Fairy dancing",2,27,17,38,3,10,14,58,791.4372,10
"Hebrew Disc 3 Playtime",2,27,17,38,3,10,14,58,492.48342,10
"Silly songs sing a long",2,27,17,38,3,10,14,58,782.42083,10
"Learn Chinese with Billy and Benboo",3,2,15,29,3,10,15,4,495.1,7
"Mighty machines Ships ahoy Super machines Ohâ du bateau",2,9,15,51,3,10,15,30,623.82,28
"Mighty machines Machines on the job",2,9,15,51,3,10,15,30,621.8,28
"Families of Canada",2,25,15,33,3,10,15,35,971.07,13
"Muzzy level II French",3,2,13,17,3,10,15,44,448.3421,8
"Rock n learn Human body",1,27,15,39,3,10,15,58,612,42
"All about motion balance",3,10,14,24,3,10,16,0,531.11,0
"YogaFit kids a YogaFit workout",1,28,13,58,3,10,16,0,613.7046,41
Nutcracker,2,26,18,31,3,10,16,5,792.842,11
"Raven steals the daylight a story from Alaska",2,2,12,40,3,10,16,6,398.20979,36
"Spanish Disc 6 I can count",2,16,14,3,3,10,16,8,468.3421,22
"Fun with dance",2,2,12,39,3,10,16,9,796.13,36
"Yay Planes",2,9,14,8,3,10,16,9,629.1333,29
"I love airplanes",2,9,14,8,3,10,16,9,629.133,29
Flight,3,1,16,41,3,10,16,11,629.13,8
"Geometry triangles other polygons",3,3,13,47,3,10,16,12,513.13,7
"Einsteins math video tutor Volume two ages 5 7",3,4,18,26,3,10,16,20,510,5
"Lots lots of big trains Vol 1 Giant railroad action",3,1,14,10,3,10,16,21,625.2,9
"Ca nhac XuÆn Mai 10",2,26,14,30,3,10,16,21,782.42083,12
"Baby signing time Volume 4 Lets be friends",2,26,18,27,3,10,16,25,419,11
"Whats in the Bible 1 In the beginning",2,25,15,49,3,10,16,30,220.61,13
"Dr Spoons baby talk DVD Volume 1 English French",3,5,17,13,3,10,16,31,448.3421,4
"East Africa for kids",2,8,11,34,3,10,16,32,967.6,30
"Ethiopia for kids",2,8,11,34,3,10,16,34,963,30
"Baby signing time Volume 1",2,11,16,37,3,10,16,37,419,27
"Baby signing time Volume 2",2,11,16,37,3,10,16,37,419,27
"magic school bus Super sports fun",2,15,15,51,3,10,16,48,530,23
"emergence of modern America the Great Depression WWII the 26th 32nd presidents",3,9,17,23,3,10,16,49,973.099,0
"Sid the science kid Sids backyard campout",2,10,15,54,3,10,16,49,796.54,28
Electricity,3,9,17,23,3,10,16,49,537,0
"Storyland yoga",2,23,13,29,3,10,16,55,613.7046,15
Nutcracker,3,3,16,17,3,10,16,55,792.842,7
"Lets have a playdate with Brahms",2,23,13,30,3,10,16,55,784.42083,15
"I spy A rockin bronco and other stories",2,23,13,30,3,10,16,56,793.735,15
"way things work Telecommunications",3,1,16,58,3,10,17,9,621.382,9
"scoop on poop",3,1,16,58,3,10,17,10,612.36,9
"Baby D I Y kitchen creations",3,1,11,6,3,11,10,13,745.5,9
"Kool Kids sing a long",3,1,11,6,3,11,10,13,782.42083,9
"Discovering colors Descubriendo los colores",3,1,11,5,3,11,10,13,535.6,9
"Brainy baby Art exploring the world of art",3,1,11,5,3,11,10,13,700.83,9
"Shalom Sesame Volume 9 Countdown to Shavuot",3,1,11,6,3,11,10,13,394.267,9
"art of crochet 4 kids",3,1,11,5,3,11,10,13,746.434,9
"Signing time Series 2 volume 5 Going outside",3,1,11,6,3,11,10,13,419.7,9
"Teaching signs for baby minds 3 Dictionary alphabet",3,1,11,6,3,11,10,13,419.7,9
"Hola amigos Volume 1",2,11,11,34,3,11,10,23,468.3421,27
"Cantos y rimas Nursery songs rhymes",2,11,11,34,3,11,10,24,782.42083,27
"Cantamos y aprendemos con Josâ Luis Orozco",2,11,11,34,3,11,10,24,468.3421,27
"Kids love Spanish Volume 1 Basic words",3,4,10,26,3,11,10,40,468.3421,7
"Lyric language Spanish",3,4,10,26,3,11,10,40,468.3421,7
"Blast off a kids introduction to the space program",2,8,10,26,3,11,10,49,629.40973,31
"I love airplanes",2,8,10,26,3,11,10,49,629.133,31
"AstroPuppies in space an amazing adventure for young astronauts",2,17,16,32,3,11,10,49,523.2,21
"All about caring for plants",3,4,11,44,3,11,10,58,635.9,6
"All about simple machines",3,4,11,44,3,11,10,58,621.8,6
"Arctic tale",2,25,16,0,3,11,11,32,599.786,13
"French 2 Wake up smiling",3,7,14,9,3,11,12,33,448.3421,3
Rembrandt,2,15,13,11,3,11,12,36,759.9492,23
"Jack and the beanstalk",2,19,10,21,3,11,12,38,398.20942,20
"May I pet your dog the how to guide for kids meeting dogs and dogs meeting kids",2,26,13,38,3,11,12,43,636.70893,12
"Food diet exercise",2,26,16,28,3,11,12,47,641.563,12
"riddle in a bottle",3,3,16,56,3,11,12,51,553.7,7
"Going to Grandmas around the world",2,25,15,1,3,11,13,9,782.42083,13
"Hebrew Disc 1 Eating and drinking",2,25,15,1,3,11,13,9,492.48342,13
"Hebrew Disc 3 Playtime",2,25,15,1,3,11,13,9,492.48342,13
"Hebrew Disc 2 Wake up smiling",2,25,15,1,3,11,13,9,492.48342,13
Amphibians,2,19,18,50,3,11,13,16,597.8,19
"Signing time Volume 6 My favorite things",3,2,17,27,3,11,13,20,419.7,8
"Shalom sesame Volume 12 Adventures in Israel",3,5,11,45,3,11,13,22,956.94,6
"Schoolhouse rock Science",3,7,13,15,3,11,13,23,500,4
"This fragile planet preserving nature and balancing the environment",2,5,12,43,3,11,13,28,304.2083,34
"Lots lots of trains Vol 1 Smokin steam diesel",2,22,11,39,3,11,13,32,625.2,17
"Lots lots of trains Vol 2 Thunder on the tracks",2,27,11,10,3,11,13,32,625.2,12
"Families of Thailand",3,8,17,38,3,11,13,50,959.3,2
"way things work Electricity",3,2,16,2,3,11,13,52,537,8
"Shalom Sesame Volume 6 Be happy its Purim",2,14,13,44,3,11,13,59,296.436,25
"Origami fun for kids",3,9,10,48,3,11,14,3,736.982,2
"French 1 Eating and drinking",2,8,10,8,3,11,14,5,448.3421,31
"Time for manners Vol 2 Table time",2,19,12,54,3,11,14,5,395.54,20
"Shakespeare the animated tales Volume 3",3,7,15,35,3,11,14,6,822.33,3
"Shakespeare the animated tales Volume 1",3,7,15,35,3,11,14,6,822.33,3
"Baby signing time Volume 2",2,1,17,12,3,11,14,9,419,37
"Baby babble 2 First words P B M",2,1,17,12,3,11,14,9,155.42236,37
"Meet the shapes",3,4,15,31,3,11,14,13,516.15,6
Bird,2,25,13,6,3,11,14,16,598,14
"Go potty go potty training for tiny toddlers",3,4,15,31,3,11,14,39,649.62,6
"Schoolhouse rock Science",2,15,13,20,3,11,14,43,500,24
"world of learning Volume 2",3,10,13,55,3,11,15,18,629.13334,1
"Train crazy kids",2,24,16,49,3,11,15,21,625.2,14
"Lots lots of trucks Vol 1 Hard workin trucks",3,1,15,2,3,11,15,29,629.224,10
"Kid guides Zoos",2,27,15,23,3,11,15,29,590.7373,12
"Paul Bunyan",2,27,15,23,3,11,15,29,398.20973,12
Seashore,2,27,15,22,3,11,15,29,578.7699,12
"Lots lots of big trains Vol 1 Giant railroad action",3,1,15,2,3,11,15,30,625.2,10
"George Washington first President",2,26,12,36,3,11,15,30,973.41092,13
"Things with strings",3,1,15,2,3,11,15,30,787,10
Dog,3,2,15,17,3,11,15,49,599.77,9
"Schoolhouse rock Multiplication rock",2,10,14,59,3,11,16,6,513.213,29
"Sid the science kid The ruler of thumb",2,24,14,0,3,11,16,12,530.8,15
"I spy A rockin bronco and other stories",2,25,13,0,3,11,16,28,793.735,14
"Meet the colors",2,16,13,41,3,11,16,33,535.6,23
"Shalom Sesame Volume 5 Mitzvah on the street",3,4,13,25,3,11,16,36,296.4424,7
"Shalom Sesame Volume 6 Be happy its Purim",3,4,13,27,3,11,16,36,296.436,7
"Shalom sesame Volume 12 Adventures in Israel",3,4,13,26,3,11,16,36,956.94,7
"Shalom Sesame Volume 9 Countdown to Shavuot",3,4,13,26,3,11,16,36,394.267,7
"Shalom sesame Volume 11 Monsters in the sukkah",3,4,13,26,3,11,16,36,394.267,7
"Shalom sesame Volume 7 Its Passover Grover",3,4,13,25,3,11,16,38,296.437,7
"Shalom sesame Volume 8 Grover learns Hebrew",3,4,13,25,3,11,16,38,492.48342,7
"Danger Rangers Mission 547 safety rules",2,26,17,10,3,11,16,39,613.6,12
"Shalom sesame Volume 2 Chanukah the missing Menorah",3,4,13,25,3,11,16,41,956.94,7
"Shalom Sesame Volume 3 Shabbat shalom Grover",3,4,13,25,3,11,16,41,296.43,7
"Shalom Sesame Volume 4 Grover plants a tree",3,4,13,27,3,11,16,44,296.43,7
"Shalom sesame Volume 1 Welcome to Israel",3,4,13,26,3,11,16,44,956.94,7
"Shalom sesame Volume 10 The sticky shofar",3,4,13,26,3,11,16,46,394.267,7
"Paul Bunyan",2,28,14,27,3,11,16,55,398.20973,11
"Preschool fun Letters numbers",2,28,14,27,3,11,16,55,201,11
"Rock n learn Getting ready for kindergarten",2,28,14,27,3,11,16,55,372.218,11
Earthquakes,2,24,14,11,3,11,17,1,551.22,15
"magic school bus Bugs bugs bugs",2,26,16,25,3,11,17,15,595.7,13
Migration,3,10,14,20,3,11,17,26,591.568,1
"Smell my world",2,14,12,27,3,11,17,29,612.86,25
"Spanish 2 Wake up smiling",3,6,17,0,3,11,17,30,468.3421,5
"Professor Parrot speaks Spanish We are friends Somos amigos",2,21,14,0,3,11,17,39,468.2421,18
"National Geographics Animal holiday",1,30,16,13,3,11,17,40,591.7586,40
"Babies toddlers",2,25,18,10,3,11,17,43,419,13
"Rock n learn Letter sounds",2,25,18,10,3,11,17,43,372.465,13
"Im a potty princess potty training for girls",3,2,17,27,3,11,17,44,649.62,9
"Signing time Volume 2 Playtime signs",3,2,17,27,3,11,17,46,419.7,9
"science of Disney imagineering Friction",3,4,17,3,3,11,17,49,531.1134,7
"Lots lots of jets and planes Vol 3 Jumbo jets in action",3,9,17,50,3,11,17,50,629.13334,2
"Rock n learn Telling time",2,25,16,30,3,11,17,50,681.113,14
"Drawing power Vol 7 Undersea animal drawing",2,5,16,44,3,11,17,54,743.6,34
"Watch learn French with Professor Toto Part I Eric goes to school",3,2,10,23,3,11,17,55,448.3421,9
"Meerkat manor Season one",1,23,15,44,3,11,18,15,599.742,47
"Mister Maker Lets make it",2,26,17,44,3,11,18,24,745.5,13
"World art",2,26,17,44,3,11,18,28,745.5,13
"Loose at the zoo",3,6,17,23,3,11,18,37,590.73,5
"Shalom Sesame Disc 3 Rehov Sumsum Disc 3",1,29,16,42,3,11,18,37,956.94,41
"French Disc 4 In my home",2,23,13,21,3,11,18,38,448.3421,16
"Ellington was not a street",2,14,12,59,3,11,18,50,811.54,25
"elephant DVD with Eric Herman",2,14,12,59,3,11,18,53,782.42083,25
"Washington DC for kids",3,1,17,15,3,11,19,11,917.53,10
"Lets explore the rainforest",3,1,17,15,3,11,19,11,577.34,10
"St Patricks Day",3,4,12,8,3,11,19,31,394.262,7
Anansi,1,30,19,22,3,11,19,51,398.20972,40
"Michael Michael motorcycle",2,27,11,8,3,12,10,19,629.2275,12
"Humanoid robots",3,7,14,15,3,12,10,19,629.892,4
"Hula for children learn basic hula steps 3 hula songs",3,7,16,26,3,12,10,58,793.31996,4
"Be a hula girl",3,7,16,26,3,12,10,58,793.31,4
"Rock n learn Letter sounds",1,30,13,16,3,12,11,3,372.465,40
"Wiggles Ukulele baby",2,26,13,34,3,12,11,30,791.42083,13
"Hot potatoes the best of the Wiggles",2,26,13,34,3,12,11,31,782.42083,13
"magic school bus Space adventures",2,27,10,58,3,12,12,0,523,13
"Sid the science kid Sids sense ational adventures",2,28,12,26,3,12,12,7,500,11
"Fun on the farm introducing Doodle the Rooster and his animated friends",3,6,15,43,3,12,12,11,630.68,5
"Sid the science kid Change happens",2,27,10,14,3,12,12,24,507,13
"Fizzys lunch lab Fresh foods 101",2,27,10,14,3,12,12,25,613.2,13
"Sid the science kid Sids sense ational adventures",2,27,10,14,3,12,12,25,500,13
"Im a potty princess potty training for girls",3,4,18,48,3,12,12,35,649.62,7
"Signing time Series 2 volume 6 Days of the week",3,4,18,49,3,12,12,35,419.7,7
"Hip hop for kids School house hop",2,17,14,46,3,12,12,52,793.3,22
"Kids love Spanish Volume 1 Basic words",2,21,14,0,3,12,13,3,468.3421,18
"Awesome animal builders",2,19,13,8,3,12,13,5,591.564,20
"Mister Maker Lets make it",2,19,15,49,3,12,13,5,745.5,20
"Hard Hat Harrys trucks and fire trucks",3,2,11,17,3,12,13,6,629.224,10
"Fun on the farm 2",3,2,11,18,3,12,13,6,630,10
"Rainbows in the sea",3,2,11,18,3,12,13,6,577.789,10
"Lots lots of trucks Vol 2 Mighty tough trucks",3,2,11,17,3,12,13,6,629.224,10
"Baby signing time Volume 1",2,5,13,21,3,12,13,14,419,34
"Play learn Chinese with Mei Mei 7 Lets visit Dawei Village",2,27,12,51,3,12,13,16,495.1824,13
"Mandarin Chinese Disc 4 In my home",2,28,13,20,3,12,13,19,495.13421,11
"Wiggles Lets eat",2,27,12,51,3,12,13,33,782.42083,13
"Rock n learn Getting ready for kindergarten",2,25,14,13,3,12,13,40,372.218,14
"world of learning Volume 1",2,10,13,59,3,12,13,40,629.2222,29
